0.000000,0.060000,0.120000,0.180000,0.240000,0.300000,0.360000,0.420000,0.480000,0.540000,0.600000,0.660000,0.720000,0.780000,0.840000,0.900000,0.960000,1.020000,1.080000,1.140000,1.200000,1.260000,1.320000,1.380000,1.440000,1.500000,1.560000,1.620000,1.680000,1.740000,1.800000,1.860000,1.920000,1.980000,2.040000,2.100000,2.160000,2.220000,2.280000,2.340000,2.400000,2.460000,2.520000,2.580000,2.640000,2.700000,2.760000,2.820000,2.880000,2.940000,3.000000,
0.000005,0.060005,0.120004,0.180004,0.240004,0.300004,0.360004,0.420004,0.480004,0.540004,0.600004,0.660004,0.720003,0.780003,0.840003,0.900003,0.960003,1.020003,1.080003,1.140003,1.200003,1.260003,1.320003,1.380002,1.440002,1.500002,1.560002,1.620002,1.680002,1.740002,1.800002,1.860002,1.920002,1.980002,2.040001,2.100001,2.160001,2.220001,2.280001,2.340001,2.400001,2.460001,2.520001,2.580001,2.640001,2.700000,2.760000,2.820000,2.880000,2.940000,3.000000,
0.000016,0.060016,0.120015,0.180015,0.240015,0.300014,0.360014,0.420014,0.480013,0.540013,0.600013,0.660012,0.720012,0.780012,0.840011,0.900011,0.960011,1.020011,1.080010,1.140010,1.200010,1.260009,1.320009,1.380009,1.440008,1.500008,1.560008,1.620007,1.680007,1.740007,1.800006,1.860006,1.920006,1.980005,2.040005,2.100005,2.160004,2.220004,2.280004,2.340004,2.400003,2.460003,2.520003,2.580002,2.640002,2.700002,2.760001,2.820001,2.880001,2.940000,3.000000,
0.000044,0.060043,0.120042,0.180041,0.240040,0.300039,0.360039,0.420038,0.480037,0.540036,0.600035,0.660034,0.720033,0.780032,0.840032,0.900031,0.960030,1.020029,1.080028,1.140027,1.200026,1.260025,1.320025,1.380024,1.440023,1.500022,1.560021,1.620020,1.680019,1.740018,1.800018,1.860017,1.920016,1.980015,2.040014,2.100013,2.160012,2.220011,2.280011,2.340010,2.400009,2.460008,2.520007,2.580006,2.640005,2.700004,2.760004,2.820003,2.880002,2.940001,3.000000,
0.000113,0.060111,0.120108,0.180106,0.240104,0.300102,0.360099,0.420097,0.480095,0.540093,0.600090,0.660088,0.720086,0.780084,0.840081,0.900079,0.960077,1.020075,1.080072,1.140070,1.200068,1.260065,1.320063,1.380061,1.440059,1.500056,1.560054,1.620052,1.680050,1.740047,1.800045,1.860043,1.920041,1.980038,2.040036,2.100034,2.160032,2.220029,2.280027,2.340025,2.400023,2.460020,2.520018,2.580016,2.640014,2.700011,2.760009,2.820007,2.880005,2.940002,3.000000,
0.000284,0.060278,0.120273,0.180267,0.240261,0.300256,0.360250,0.420244,0.480239,0.540233,0.600227,0.660221,0.720216,0.780210,0.840204,0.900199,0.960193,1.020187,1.080182,1.140176,1.200170,1.260165,1.320159,1.380153,1.440148,1.500142,1.560136,1.620131,1.680125,1.740119,1.800114,1.860108,1.920102,1.980097,2.040091,2.100085,2.160080,2.220074,2.280068,2.340062,2.400057,2.460051,2.520045,2.580040,2.640034,2.700028,2.760023,2.820017,2.880011,2.940006,3.000000,
0.000707,0.060693,0.120679,0.180665,0.240650,0.300636,0.360622,0.420608,0.480594,0.540580,0.600566,0.660551,0.720537,0.780523,0.840509,0.900495,0.960481,1.020467,1.080453,1.140438,1.200424,1.260410,1.320396,1.380382,1.440368,1.500354,1.560339,1.620325,1.680311,1.740297,1.800283,1.860269,1.920255,1.980240,2.040226,2.100212,2.160198,2.220184,2.280170,2.340156,2.400141,2.460127,2.520113,2.580099,2.640085,2.700071,2.760057,2.820042,2.880028,2.940014,3.000000,
0.001752,0.061717,0.121682,0.181647,0.241612,0.301577,0.361542,0.421507,0.481472,0.541437,0.601402,0.661367,0.721332,0.781297,0.841262,0.901227,0.961192,1.021156,1.081121,1.141086,1.201051,1.261016,1.320981,1.380946,1.440911,1.500876,1.560841,1.620806,1.680771,1.740736,1.800701,1.860666,1.920631,1.980596,2.040561,2.100526,2.160491,2.220456,2.280421,2.340385,2.400350,2.460315,2.520280,2.580245,2.640210,2.700175,2.760140,2.820105,2.880070,2.940035,3.000000,
0.004323,0.064236,0.124150,0.184063,0.243977,0.303891,0.363804,0.423718,0.483631,0.543545,0.603458,0.663372,0.723285,0.783199,0.843112,0.903026,0.962940,1.022853,1.082767,1.142680,1.202594,1.262507,1.322421,1.382334,1.442248,1.502161,1.562075,1.621989,1.681902,1.741816,1.801729,1.861643,1.921556,1.981470,2.041383,2.101297,2.161210,2.221124,2.281037,2.340951,2.400865,2.460778,2.520692,2.580605,2.640519,2.700432,2.760346,2.820259,2.880173,2.940086,3.000000,
0.010577,0.070366,0.130154,0.189943,0.249731,0.309519,0.369308,0.429096,0.488885,0.548673,0.608462,0.668250,0.728039,0.787827,0.847616,0.907404,0.967192,1.026981,1.086769,1.146558,1.206346,1.266135,1.325923,1.385712,1.445500,1.505289,1.565077,1.624865,1.684654,1.744442,1.804231,1.864019,1.923808,1.983596,2.043385,2.103173,2.162962,2.222750,2.282539,2.342327,2.402115,2.461904,2.521692,2.581481,2.641269,2.701058,2.760846,2.820635,2.880423,2.940212,3.000000,
0.025388,0.084880,0.144373,0.203865,0.263357,0.322849,0.382342,0.441834,0.501326,0.560818,0.620311,0.679803,0.739295,0.798787,0.858279,0.917772,0.977264,1.036756,1.096248,1.155741,1.215233,1.274725,1.334217,1.393710,1.453202,1.512694,1.572186,1.631679,1.691171,1.750663,1.810155,1.869647,1.929140,1.988632,2.048124,2.107616,2.167109,2.226601,2.286093,2.345585,2.405078,2.464570,2.524062,2.583554,2.643047,2.702539,2.762031,2.821523,2.881016,2.940508,3.000000,
0.058227,0.117063,0.175898,0.234733,0.293569,0.352404,0.411240,0.470075,0.528911,0.587746,0.646582,0.705417,0.764253,0.823088,0.881923,0.940759,0.999594,1.058430,1.117265,1.176101,1.234936,1.293772,1.352607,1.411443,1.470278,1.529114,1.587949,1.646784,1.705620,1.764455,1.823291,1.882126,1.940962,1.999797,2.058633,2.117468,2.176304,2.235139,2.293974,2.352810,2.411645,2.470481,2.529316,2.588152,2.646987,2.705823,2.764658,2.823494,2.882329,2.941165,3.000000,
0.121205,0.178781,0.236357,0.293933,0.351509,0.409084,0.466660,0.524236,0.581812,0.639388,0.696964,0.754540,0.812116,0.869692,0.927268,0.984843,1.042419,1.099995,1.157571,1.215147,1.272723,1.330299,1.387875,1.445451,1.503027,1.560602,1.618178,1.675754,1.733330,1.790906,1.848482,1.906058,1.963634,2.021210,2.078786,2.136361,2.193937,2.251513,2.309089,2.366665,2.424241,2.481817,2.539393,2.596969,2.654545,2.712120,2.769696,2.827272,2.884848,2.942424,3.000000,
0.215508,0.271198,0.326888,0.382578,0.438268,0.493958,0.549647,0.605337,0.661027,0.716717,0.772407,0.828097,0.883786,0.939476,0.995166,1.050856,1.106546,1.162236,1.217925,1.273615,1.329305,1.384995,1.440685,1.496375,1.552064,1.607754,1.663444,1.719134,1.774824,1.830514,1.886203,1.941893,1.997583,2.053273,2.108963,2.164653,2.220342,2.276032,2.331722,2.387412,2.443102,2.498792,2.554481,2.610171,2.665861,2.721551,2.777241,2.832931,2.888620,2.944310,3.000000,
0.319833,0.373436,0.427039,0.480643,0.534246,0.587849,0.641453,0.695056,0.748660,0.802263,0.855866,0.909470,0.963073,1.016676,1.070280,1.123883,1.177486,1.231090,1.284693,1.338296,1.391900,1.445503,1.499106,1.552710,1.606313,1.659916,1.713520,1.767123,1.820726,1.874330,1.927933,1.981536,2.035140,2.088743,2.142346,2.195950,2.249553,2.303157,2.356760,2.410363,2.463967,2.517570,2.571173,2.624777,2.678380,2.731983,2.785587,2.839190,2.892793,2.946397,3.000000,
0.404571,0.456479,0.508388,0.560296,0.612205,0.664114,0.716022,0.767931,0.819839,0.871748,0.923657,0.975565,1.027474,1.079382,1.131291,1.183199,1.235108,1.287017,1.338925,1.390834,1.442742,1.494651,1.546560,1.598468,1.650377,1.702285,1.754194,1.806103,1.858011,1.909920,1.961828,2.013737,2.065645,2.117554,2.169463,2.221371,2.273280,2.325188,2.377097,2.429006,2.480914,2.532823,2.584731,2.636640,2.688548,2.740457,2.792366,2.844274,2.896183,2.948091,3.000000,
0.455991,0.506871,0.557752,0.608632,0.659512,0.710392,0.761272,0.812152,0.863033,0.913913,0.964793,1.015673,1.066553,1.117433,1.168314,1.219194,1.270074,1.320954,1.371834,1.422715,1.473595,1.524475,1.575355,1.626235,1.677115,1.727996,1.778876,1.829756,1.880636,1.931516,1.982396,2.033277,2.084157,2.135037,2.185917,2.236797,2.287678,2.338558,2.389438,2.440318,2.491198,2.542078,2.592959,2.643839,2.694719,2.745599,2.796479,2.847359,2.898240,2.949120,3.000000,
