-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,
-9.848779,-9.848791,-9.848803,-9.848815,-9.848827,-9.848840,-9.848852,-9.848864,-9.848876,-9.848888,-9.848901,-9.848913,-9.848925,-9.848937,-9.848950,-9.848962,-9.848974,-9.848986,-9.848998,-9.849011,-9.849023,-9.849035,-9.849047,-9.849059,-9.849072,-9.849084,-9.849096,-9.849108,-9.849121,-9.849133,-9.849145,-9.849157,-9.849169,-9.849182,-9.849194,-9.849206,-9.849218,-9.849230,-9.849243,-9.849255,-9.849267,-9.849279,-9.849292,-9.849304,-9.849316,-9.849328,-9.849340,-9.849353,-9.849365,-9.849377,-9.849389,-9.849401,-9.849414,-9.849426,-9.849438,-9.849450,-9.849463,-9.849475,-9.849487,-9.849499,-9.849511,-9.849524,-9.849536,-9.849548,-9.849560,-9.849572,-9.849585,-9.849597,-9.849609,-9.849621,-9.849634,-9.849646,-9.849658,-9.849670,-9.849682,-9.849695,-9.849707,-9.849719,-9.849731,-9.849743,-9.849756,-9.849768,-9.849780,-9.849792,-9.849805,-9.849817,-9.849829,-9.849841,-9.849853,-9.849866,-9.849878,-9.849890,-9.849902,-9.849914,-9.849927,-9.849939,-9.849951,-9.849963,-9.849976,-9.849988,-9.850000,
-9.697557,-9.697582,-9.697606,-9.697630,-9.697655,-9.697679,-9.697704,-9.697728,-9.697753,-9.697777,-9.697801,-9.697826,-9.697850,-9.697875,-9.697899,-9.697924,-9.697948,-9.697972,-9.697997,-9.698021,-9.698046,-9.698070,-9.698095,-9.698119,-9.698143,-9.698168,-9.698192,-9.698217,-9.698241,-9.698266,-9.698290,-9.698314,-9.698339,-9.698363,-9.698388,-9.698412,-9.698437,-9.698461,-9.698485,-9.698510,-9.698534,-9.698559,-9.698583,-9.698608,-9.698632,-9.698656,-9.698681,-9.698705,-9.698730,-9.698754,-9.698779,-9.698803,-9.698827,-9.698852,-9.698876,-9.698901,-9.698925,-9.698950,-9.698974,-9.698998,-9.699023,-9.699047,-9.699072,-9.699096,-9.699121,-9.699145,-9.699169,-9.699194,-9.699218,-9.699243,-9.699267,-9.699292,-9.699316,-9.699340,-9.699365,-9.699389,-9.699414,-9.699438,-9.699463,-9.699487,-9.699511,-9.699536,-9.699560,-9.699585,-9.699609,-9.699634,-9.699658,-9.699682,-9.699707,-9.699731,-9.699756,-9.699780,-9.699805,-9.699829,-9.699853,-9.699878,-9.699902,-9.699927,-9.699951,-9.699976,-9.700000,
-9.546336,-9.546372,-9.546409,-9.546446,-9.546482,-9.546519,-9.546555,-9.546592,-9.546629,-9.546665,-9.546702,-9.546739,-9.546775,-9.546812,-9.546849,-9.546885,-9.546922,-9.546959,-9.546995,-9.547032,-9.547068,-9.547105,-9.547142,-9.547178,-9.547215,-9.547252,-9.547288,-9.547325,-9.547362,-9.547398,-9.547435,-9.547472,-9.547508,-9.547545,-9.547582,-9.547618,-9.547655,-9.547691,-9.547728,-9.547765,-9.547801,-9.547838,-9.547875,-9.547911,-9.547948,-9.547985,-9.548021,-9.548058,-9.548095,-9.548131,-9.548168,-9.548204,-9.548241,-9.548278,-9.548314,-9.548351,-9.548388,-9.548424,-9.548461,-9.548498,-9.548534,-9.548571,-9.548608,-9.548644,-9.548681,-9.548717,-9.548754,-9.548791,-9.548827,-9.548864,-9.548901,-9.548937,-9.548974,-9.549011,-9.549047,-9.549084,-9.549121,-9.549157,-9.549194,-9.549230,-9.549267,-9.549304,-9.549340,-9.549377,-9.549414,-9.549450,-9.549487,-9.549524,-9.549560,-9.549597,-9.549634,-9.549670,-9.549707,-9.549743,-9.549780,-9.549817,-9.549853,-9.549890,-9.549927,-9.549963,-9.550000,
-9.395114,-9.395163,-9.395212,-9.395261,-9.395310,-9.395358,-9.395407,-9.395456,-9.395505,-9.395554,-9.395603,-9.395652,-9.395700,-9.395749,-9.395798,-9.395847,-9.395896,-9.395945,-9.395994,-9.396042,-9.396091,-9.396140,-9.396189,-9.396238,-9.396287,-9.396336,-9.396384,-9.396433,-9.396482,-9.396531,-9.396580,-9.396629,-9.396678,-9.396726,-9.396775,-9.396824,-9.396873,-9.396922,-9.396971,-9.397020,-9.397068,-9.397117,-9.397166,-9.397215,-9.397264,-9.397313,-9.397362,-9.397411,-9.397459,-9.397508,-9.397557,-9.397606,-9.397655,-9.397704,-9.397753,-9.397801,-9.397850,-9.397899,-9.397948,-9.397997,-9.398046,-9.398095,-9.398143,-9.398192,-9.398241,-9.398290,-9.398339,-9.398388,-9.398437,-9.398485,-9.398534,-9.398583,-9.398632,-9.398681,-9.398730,-9.398779,-9.398827,-9.398876,-9.398925,-9.398974,-9.399023,-9.399072,-9.399121,-9.399169,-9.399218,-9.399267,-9.399316,-9.399365,-9.399414,-9.399463,-9.399511,-9.399560,-9.399609,-9.399658,-9.399707,-9.399756,-9.399805,-9.399853,-9.399902,-9.399951,-9.400000,
-9.243893,-9.243954,-9.244015,-9.244076,-9.244137,-9.244198,-9.244259,-9.244320,-9.244381,-9.244442,-9.244503,-9.244565,-9.244626,-9.244687,-9.244748,-9.244809,-9.244870,-9.244931,-9.244992,-9.245053,-9.245114,-9.245175,-9.245236,-9.245297,-9.245358,-9.245420,-9.245481,-9.245542,-9.245603,-9.245664,-9.245725,-9.245786,-9.245847,-9.245908,-9.245969,-9.246030,-9.246091,-9.246152,-9.246213,-9.246275,-9.246336,-9.246397,-9.246458,-9.246519,-9.246580,-9.246641,-9.246702,-9.246763,-9.246824,-9.246885,-9.246946,-9.247007,-9.247068,-9.247130,-9.247191,-9.247252,-9.247313,-9.247374,-9.247435,-9.247496,-9.247557,-9.247618,-9.247679,-9.247740,-9.247801,-9.247862,-9.247924,-9.247985,-9.248046,-9.248107,-9.248168,-9.248229,-9.248290,-9.248351,-9.248412,-9.248473,-9.248534,-9.248595,-9.248656,-9.248717,-9.248779,-9.248840,-9.248901,-9.248962,-9.249023,-9.249084,-9.249145,-9.249206,-9.249267,-9.249328,-9.249389,-9.249450,-9.249511,-9.249572,-9.249634,-9.249695,-9.249756,-9.249817,-9.249878,-9.249939,-9.250000,
-9.092671,-9.092745,-9.092818,-9.092891,-9.092964,-9.093038,-9.093111,-9.093184,-9.093258,-9.093331,-9.093404,-9.093477,-9.093551,-9.093624,-9.093697,-9.093771,-9.093844,-9.093917,-9.093990,-9.094064,-9.094137,-9.094210,-9.094284,-9.094357,-9.094430,-9.094503,-9.094577,-9.094650,-9.094723,-9.094797,-9.094870,-9.094943,-9.095016,-9.095090,-9.095163,-9.095236,-9.095310,-9.095383,-9.095456,-9.095529,-9.095603,-9.095676,-9.095749,-9.095823,-9.095896,-9.095969,-9.096042,-9.096116,-9.096189,-9.096262,-9.096336,-9.096409,-9.096482,-9.096555,-9.096629,-9.096702,-9.096775,-9.096849,-9.096922,-9.096995,-9.097068,-9.097142,-9.097215,-9.097288,-9.097362,-9.097435,-9.097508,-9.097582,-9.097655,-9.097728,-9.097801,-9.097875,-9.097948,-9.098021,-9.098095,-9.098168,-9.098241,-9.098314,-9.098388,-9.098461,-9.098534,-9.098608,-9.098681,-9.098754,-9.098827,-9.098901,-9.098974,-9.099047,-9.099121,-9.099194,-9.099267,-9.099340,-9.099414,-9.099487,-9.099560,-9.099634,-9.099707,-9.099780,-9.099853,-9.099927,-9.100000,
-8.941450,-8.941535,-8.941621,-8.941706,-8.941792,-8.941877,-8.941963,-8.942048,-8.942134,-8.942219,-8.942305,-8.942390,-8.942476,-8.942561,-8.942647,-8.942732,-8.942818,-8.942903,-8.942989,-8.943074,-8.943160,-8.943245,-8.943331,-8.943416,-8.943502,-8.943587,-8.943673,-8.943758,-8.943844,-8.943929,-8.944015,-8.944100,-8.944186,-8.944271,-8.944357,-8.944442,-8.944528,-8.944613,-8.944699,-8.944784,-8.944870,-8.944955,-8.945041,-8.945126,-8.945212,-8.945297,-8.945383,-8.945468,-8.945554,-8.945639,-8.945725,-8.945810,-8.945896,-8.945981,-8.946067,-8.946152,-8.946238,-8.946323,-8.946409,-8.946494,-8.946580,-8.946665,-8.946751,-8.946836,-8.946922,-8.947007,-8.947093,-8.947178,-8.947264,-8.947349,-8.947435,-8.947520,-8.947606,-8.947691,-8.947777,-8.947862,-8.947948,-8.948033,-8.948119,-8.948204,-8.948290,-8.948375,-8.948461,-8.948546,-8.948632,-8.948717,-8.948803,-8.948888,-8.948974,-8.949059,-8.949145,-8.949230,-8.949316,-8.949401,-8.949487,-8.949572,-8.949658,-8.949743,-8.949829,-8.949914,-8.950000,
-8.790228,-8.790326,-8.790424,-8.790521,-8.790619,-8.790717,-8.790815,-8.790912,-8.791010,-8.791108,-8.791206,-8.791303,-8.791401,-8.791499,-8.791596,-8.791694,-8.791792,-8.791890,-8.791987,-8.792085,-8.792183,-8.792280,-8.792378,-8.792476,-8.792574,-8.792671,-8.792769,-8.792867,-8.792964,-8.793062,-8.793160,-8.793258,-8.793355,-8.793453,-8.793551,-8.793648,-8.793746,-8.793844,-8.793942,-8.794039,-8.794137,-8.794235,-8.794332,-8.794430,-8.794528,-8.794626,-8.794723,-8.794821,-8.794919,-8.795016,-8.795114,-8.795212,-8.795310,-8.795407,-8.795505,-8.795603,-8.795700,-8.795798,-8.795896,-8.795994,-8.796091,-8.796189,-8.796287,-8.796384,-8.796482,-8.796580,-8.796678,-8.796775,-8.796873,-8.796971,-8.797069,-8.797166,-8.797264,-8.797362,-8.797459,-8.797557,-8.797655,-8.797753,-8.797850,-8.797948,-8.798046,-8.798143,-8.798241,-8.798339,-8.798437,-8.798534,-8.798632,-8.798730,-8.798827,-8.798925,-8.799023,-8.799121,-8.799218,-8.799316,-8.799414,-8.799511,-8.799609,-8.799707,-8.799805,-8.799902,-8.800000,
-8.639007,-8.639117,-8.639227,-8.639337,-8.639447,-8.639557,-8.639666,-8.639776,-8.639886,-8.639996,-8.640106,-8.640216,-8.640326,-8.640436,-8.640546,-8.640656,-8.640766,-8.640876,-8.640986,-8.641096,-8.641206,-8.641315,-8.641425,-8.641535,-8.641645,-8.641755,-8.641865,-8.641975,-8.642085,-8.642195,-8.642305,-8.642415,-8.642525,-8.642635,-8.642745,-8.642854,-8.642964,-8.643074,-8.643184,-8.643294,-8.643404,-8.643514,-8.643624,-8.643734,-8.643844,-8.643954,-8.644064,-8.644174,-8.644284,-8.644394,-8.644503,-8.644613,-8.644723,-8.644833,-8.644943,-8.645053,-8.645163,-8.645273,-8.645383,-8.645493,-8.645603,-8.645713,-8.645823,-8.645933,-8.646042,-8.646152,-8.646262,-8.646372,-8.646482,-8.646592,-8.646702,-8.646812,-8.646922,-8.647032,-8.647142,-8.647252,-8.647362,-8.647472,-8.647582,-8.647691,-8.647801,-8.647911,-8.648021,-8.648131,-8.648241,-8.648351,-8.648461,-8.648571,-8.648681,-8.648791,-8.648901,-8.649011,-8.649121,-8.649230,-8.649340,-8.649450,-8.649560,-8.649670,-8.649780,-8.649890,-8.650000,
