-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,-10.000000,
-9.243893,-9.244198,-9.244503,-9.244809,-9.245114,-9.245420,-9.245725,-9.246030,-9.246336,-9.246641,-9.246946,-9.247252,-9.247557,-9.247862,-9.248168,-9.248473,-9.248779,-9.249084,-9.249389,-9.249695,-9.250000,
-8.487785,-8.488396,-8.489007,-8.489618,-8.490228,-8.490839,-8.491450,-8.492061,-8.492671,-8.493282,-8.493893,-8.494503,-8.495114,-8.495725,-8.496336,-8.496946,-8.497557,-8.498168,-8.498779,-8.499389,-8.500000,
-7.731684,-7.732600,-7.733515,-7.734431,-7.735347,-7.736263,-7.737179,-7.738094,-7.739010,-7.739926,-7.740842,-7.741758,-7.742674,-7.743589,-7.744505,-7.745421,-7.746337,-7.747253,-7.748168,-7.749084,-7.750000,
-6.976038,-6.977236,-6.978434,-6.979632,-6.980830,-6.982028,-6.983226,-6.984424,-6.985623,-6.986821,-6.988019,-6.989217,-6.990415,-6.991613,-6.992811,-6.994009,-6.995208,-6.996406,-6.997604,-6.998802,-7.000000,
-6.235193,-6.235933,-6.236674,-6.237414,-6.238154,-6.238895,-6.239635,-6.240375,-6.241116,-6.241856,-6.242596,-6.243337,-6.244077,-6.244817,-6.245558,-6.246298,-6.247039,-6.247779,-6.248519,-6.249260,-6.250000,
-5.518510,-5.517585,-5.516659,-5.515734,-5.514808,-5.513883,-5.512957,-5.512032,-5.511106,-5.510181,-5.509255,-5.508330,-5.507404,-5.506479,-5.505553,-5.504628,-5.503702,-5.502777,-5.501851,-5.500926,-5.500000,
-4.768214,-4.767303,-4.766392,-4.765482,-4.764571,-4.763660,-4.762749,-4.761839,-4.760928,-4.760017,-4.759107,-4.758196,-4.757285,-4.756375,-4.755464,-4.754553,-4.753643,-4.752732,-4.751821,-4.750911,-4.750000,
-4.012213,-4.011603,-4.010992,-4.010381,-4.009771,-4.009160,-4.008549,-4.007939,-4.007328,-4.006717,-4.006107,-4.005496,-4.004885,-4.004275,-4.003664,-4.003053,-4.002443,-4.001832,-4.001221,-4.000611,-4.000000,
-3.256107,-3.255802,-3.255497,-3.255191,-3.254886,-3.254580,-3.254275,-3.253970,-3.253664,-3.253359,-3.253054,-3.252748,-3.252443,-3.252138,-3.251832,-3.251527,-3.251221,-3.250916,-3.250611,-3.250305,-3.250000,
-2.500000,-2.500000,-2.500000,-2.500000,-2.500000,-2.500000,-2.500000,-2.500000,-2.500000,-2.500000,-2.500000,-2.500000,-2.500000,-2.500000,-2.500000,-2.500000,-2.500000,-2.500000,-2.500000,-2.500000,-2.500000,
-1.743898,-1.744203,-1.744508,-1.744813,-1.745118,-1.745423,-1.745729,-1.746034,-1.746339,-1.746644,-1.746949,-1.747254,-1.747559,-1.747864,-1.748169,-1.748474,-1.748780,-1.749085,-1.749390,-1.749695,-1.750000,
-0.988221,-0.988810,-0.989399,-0.989988,-0.990577,-0.991166,-0.991755,-0.992344,-0.992933,-0.993522,-0.994111,-0.994700,-0.995289,-0.995878,-0.996466,-0.997055,-0.997644,-0.998233,-0.998822,-0.999411,-1.000000,
-0.246792,-0.246953,-0.247113,-0.247273,-0.247434,-0.247594,-0.247755,-0.247915,-0.248075,-0.248236,-0.248396,-0.248557,-0.248717,-0.248877,-0.249038,-0.249198,-0.249358,-0.249519,-0.249679,-0.249840,-0.250000,
0.469597,0.471117,0.472637,0.474157,0.475677,0.477198,0.478718,0.480238,0.481758,0.483278,0.484798,0.486319,0.487839,0.489359,0.490879,0.492399,0.493919,0.495440,0.496960,0.498480,0.500000,
1.219580,1.221101,1.222622,1.224143,1.225664,1.227185,1.228706,1.230227,1.231748,1.233269,1.234790,1.236311,1.237832,1.239353,1.240874,1.242395,1.243916,1.245437,1.246958,1.248479,1.250000,
1.975572,1.976794,1.978015,1.979236,1.980458,1.981679,1.982901,1.984122,1.985343,1.986565,1.987786,1.989007,1.990229,1.991450,1.992672,1.993893,1.995114,1.996336,1.997557,1.998779,2.000000,
2.731678,2.732594,2.733510,2.734426,2.735343,2.736259,2.737175,2.738091,2.739007,2.739923,2.740839,2.741755,2.742671,2.743587,2.744503,2.745420,2.746336,2.747252,2.748168,2.749084,2.750000,
3.487785,3.488396,3.489007,3.489618,3.490228,3.490839,3.491450,3.492061,3.492671,3.493282,3.493893,3.494503,3.495114,3.495725,3.496336,3.496946,3.497557,3.498168,3.498779,3.499389,3.500000,
4.243893,4.244198,4.244503,4.244809,4.245114,4.245420,4.245725,4.246030,4.246336,4.246641,4.246946,4.247252,4.247557,4.247862,4.248168,4.248473,4.248779,4.249084,4.249389,4.249695,4.250000,
5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,

