0.000000,0.300000,0.600000,0.900000,1.200000,1.500000,1.800000,2.100000,2.400000,2.700000,3.000000,
0.000011,0.300010,0.600009,0.900008,1.200007,1.500005,1.800004,2.100003,2.400002,2.700001,3.000000,
0.000060,0.300054,0.600048,0.900042,1.200036,1.500030,1.800024,2.100018,2.400012,2.700006,3.000000,
0.000284,0.300256,0.600227,0.900199,1.200170,1.500142,1.800114,2.100085,2.400057,2.700028,3.000000,
0.001295,0.301166,0.601036,0.900907,1.200777,1.500648,1.800518,2.100389,2.400259,2.700130,3.000000,
0.005832,0.305249,0.604666,0.904083,1.203499,1.502916,1.802333,2.101750,2.401166,2.700583,3.000000,
0.025388,0.322849,0.620311,0.917772,1.215233,1.512694,1.810155,2.107616,2.405078,2.702539,3.000000,
0.096347,0.386712,0.677077,0.967443,1.257808,1.548173,1.838539,2.128904,2.419269,2.709635,3.000000,
0.250713,0.525641,0.800570,1.075499,1.350428,1.625356,1.900285,2.175214,2.450143,2.725071,3.000000,
0.404571,0.664114,0.923657,1.183199,1.442742,1.702285,1.961828,2.221371,2.480914,2.740457,3.000000,
0.474899,0.727409,0.979919,1.232430,1.484940,1.737450,1.989960,2.242470,2.494980,2.747490,3.000000,
0.494233,0.744810,0.995386,1.245963,1.496540,1.747117,1.997693,2.248270,2.498847,2.749423,3.000000,
0.498716,0.748844,0.998973,1.249101,1.499229,1.749358,1.999486,2.249615,2.499743,2.749872,3.000000,
0.499715,0.749744,0.999772,1.249801,1.499829,1.749858,1.999886,2.249915,2.499943,2.749972,3.000000,
0.499936,0.749942,0.999949,1.249955,1.499962,1.749968,1.999974,2.249981,2.499987,2.749994,3.000000,
0.499722,0.749750,0.999778,1.249805,1.499833,1.749861,1.999889,2.249917,2.499944,2.749972,3.000000,
0.498747,0.748872,0.998998,1.249123,1.499248,1.749374,1.999499,2.249624,2.499749,2.749875,3.000000,
0.494371,0.744934,0.995497,1.246060,1.496623,1.747186,1.997749,2.248311,2.498874,2.749437,3.000000,
0.475475,0.727927,0.980380,1.232832,1.485285,1.737737,1.990190,2.242642,2.495095,2.747547,3.000000,
0.406397,0.665757,0.925117,1.184478,1.443838,1.703198,1.962559,2.221919,2.481279,2.740640,3.000000,
0.253573,0.528216,0.802858,1.077501,1.352144,1.626786,1.901429,2.176072,2.450715,2.725357,3.000000,
0.098212,0.388390,0.678569,0.968748,1.258927,1.549106,1.839285,2.129463,2.419642,2.709821,3.000000,
0.025983,0.323385,0.620787,0.918188,1.215590,1.512992,1.810393,2.107795,2.405197,2.702598,3.000000,
0.005977,0.305379,0.604781,0.904184,1.203586,1.502988,1.802391,2.101793,2.401195,2.700598,3.000000,
0.001329,0.301197,0.601064,0.900931,1.200798,1.500665,1.800532,2.100399,2.400266,2.700133,3.000000,
0.000293,0.300264,0.600235,0.900205,1.200176,1.500147,1.800117,2.100088,2.400059,2.700029,3.000000,
0.000064,0.300058,0.600052,0.900045,1.200039,1.500032,1.800026,2.100019,2.400013,2.700006,3.000000,
0.000014,0.300013,0.600011,0.900010,1.200008,1.500007,1.800006,2.100004,2.400003,2.700001,3.000000,
0.000003,0.300003,0.600002,0.900002,1.200002,1.500001,1.800001,2.100001,2.400001,2.700000,3.000000,
0.000001,0.300001,0.600000,0.900000,1.200000,1.500000,1.800000,2.100000,2.400000,2.700000,3.000000,
0.000000,0.300000,0.600000,0.900000,1.200000,1.500000,1.800000,2.100000,2.400000,2.700000,3.000000,

