0.000000,0.100000,0.200000,0.300000,0.400000,0.500000,0.600000,0.700000,0.800000,0.900000,1.000000,1.100000,1.200000,1.300000,1.400000,1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,
0.000284,0.100274,0.200265,0.300256,0.400246,0.500237,0.600227,0.700218,0.800208,0.900199,1.000189,1.100180,1.200170,1.300161,1.400151,1.500142,1.600133,1.700123,1.800114,1.900104,2.000095,2.100085,2.200076,2.300066,2.400057,2.500047,2.600038,2.700028,2.800019,2.900009,3.000000,
0.025388,0.124542,0.223696,0.322849,0.422003,0.521157,0.620311,0.719464,0.818618,0.917772,1.016925,1.116079,1.215233,1.314387,1.413540,1.512694,1.611848,1.711002,1.810155,1.909309,2.008463,2.107616,2.206770,2.305924,2.405078,2.504231,2.603385,2.702539,2.801693,2.900846,3.000000,
0.404571,0.491085,0.577599,0.664114,0.750628,0.837142,0.923657,1.010171,1.096685,1.183199,1.269714,1.356228,1.442742,1.529257,1.615771,1.702285,1.788800,1.875314,1.961828,2.048343,2.134857,2.221371,2.307886,2.394400,2.480914,2.567428,2.653943,2.740457,2.826971,2.913486,3.000000,
0.498716,0.582092,0.665468,0.748844,0.832220,0.915597,0.998973,1.082349,1.165725,1.249101,1.332477,1.415853,1.499229,1.582606,1.665982,1.749358,1.832734,1.916110,1.999486,2.082862,2.166239,2.249615,2.332991,2.416367,2.499743,2.583119,2.666495,2.749872,2.833248,2.916624,3.000000,
0.499722,0.583065,0.666407,0.749750,0.833092,0.916435,0.999778,1.083120,1.166463,1.249805,1.333148,1.416491,1.499833,1.583176,1.666518,1.749861,1.833204,1.916546,1.999889,2.083231,2.166574,2.249917,2.333259,2.416602,2.499944,2.583287,2.666630,2.749972,2.833315,2.916657,3.000000,
0.475475,0.559626,0.643776,0.727927,0.812078,0.896229,0.980380,1.064531,1.148682,1.232832,1.316983,1.401134,1.485285,1.569436,1.653587,1.737737,1.821888,1.906039,1.990190,2.074341,2.158492,2.242642,2.326793,2.410944,2.495095,2.579246,2.663397,2.747547,2.831698,2.915849,3.000000,
0.098212,0.194938,0.291664,0.388390,0.485117,0.581843,0.678569,0.775296,0.872022,0.968748,1.065474,1.162201,1.258927,1.355653,1.452379,1.549106,1.645832,1.742558,1.839285,1.936011,2.032737,2.129463,2.226190,2.322916,2.419642,2.516369,2.613095,2.709821,2.806547,2.903274,3.000000,
0.001329,0.101285,0.201241,0.301197,0.401152,0.501108,0.601064,0.701019,0.800975,0.900931,1.000886,1.100842,1.200798,1.300753,1.400709,1.500665,1.600620,1.700576,1.800532,1.900487,2.000443,2.100399,2.200355,2.300310,2.400266,2.500222,2.600177,2.700133,2.800089,2.900044,3.000000,
0.000014,0.100014,0.200013,0.300013,0.400012,0.500012,0.600011,0.700011,0.800010,0.900010,1.000009,1.100009,1.200008,1.300008,1.400007,1.500007,1.600007,1.700006,1.800006,1.900005,2.000005,2.100004,2.200004,2.300003,2.400003,2.500002,2.600002,2.700001,2.800001,2.900000,3.000000,
0.000000,0.100000,0.200000,0.300000,0.400000,0.500000,0.600000,0.700000,0.800000,0.900000,1.000000,1.100000,1.200000,1.300000,1.400000,1.500000,1.600000,1.700000,1.800000,1.900000,2.000000,2.100000,2.200000,2.300000,2.400000,2.500000,2.600000,2.700000,2.800000,2.900000,3.000000,

